DateTime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Hour,DayOfWeek,Month,IsWeekend
2004-05-13 08:00:00,3.6,1347.0,115.0,17.9,1237.0,264.0,645.0,136.0,1984.0,1328.0,16.0,59.3,1.0711,8,Thursday,May,False
2004-05-13 09:00:00,2.4,1122.0,115.0,10.6,1000.0,211.0,783.0,119.0,1663.0,1085.0,16.6,55.6,1.042,9,Thursday,May,False
2004-05-13 10:00:00,2.4,1152.0,115.0,11.0,1014.0,208.0,774.0,122.0,1714.0,1139.0,17.4,51.8,1.022,10,Thursday,May,False
2004-05-13 11:00:00,1.6,1020.0,115.0,7.2,866.0,139.0,907.0,90.0,1554.0,799.0,17.6,49.7,0.9944,11,Thursday,May,False
2004-05-13 12:00:00,1.9,1066.0,115.0,8.7,927.0,138.0,846.0,97.0,1608.0,804.0,17.2,52.8,1.0236,12,Thursday,May,False
2004-05-13 13:00:00,2.4,1105.0,115.0,11.1,1016.0,142.0,789.0,98.0,1736.0,930.0,18.2,49.6,1.0268,13,Thursday,May,False
2004-05-13 14:00:00,1.7,1056.0,115.0,7.9,894.0,131.0,891.0,93.0,1576.0,771.0,19.5,45.0,1.0114,14,Thursday,May,False
2004-05-13 15:00:00,2.1,1084.0,115.0,9.8,970.0,132.0,818.0,98.0,1626.0,845.0,19.5,45.5,1.0189,15,Thursday,May,False
2004-05-13 16:00:00,3.1,1288.0,115.0,16.4,1191.0,178.0,691.0,123.0,1910.0,1192.0,19.8,44.3,1.0104,16,Thursday,May,False
2004-05-13 17:00:00,4.6,1390.0,115.0,22.6,1368.0,228.0,605.0,148.0,2092.0,1494.0,20.3,43.1,1.0114,17,Thursday,May,False
2004-05-13 18:00:00,4.5,1374.0,115.0,20.2,1303.0,232.0,636.0,148.0,2036.0,1457.0,20.3,44.4,1.0457,18,Thursday,May,False
2004-05-13 19:00:00,3.9,1378.0,115.0,21.7,1342.0,204.0,612.0,133.0,2076.0,1489.0,19.8,47.9,1.092,19,Thursday,May,False
2004-05-13 20:00:00,4.6,1428.0,115.0,21.2,1329.0,250.0,594.0,141.0,2102.0,1602.0,19.1,52.3,1.1486,20,Thursday,May,False
2004-05-13 21:00:00,3.3,1336.0,115.0,15.9,1176.0,208.0,656.0,131.0,1891.0,1468.0,18.2,54.7,1.1336,21,Thursday,May,False
2004-05-13 22:00:00,2.7,1234.0,115.0,12.0,1049.0,158.0,746.0,121.0,1733.0,1274.0,17.8,55.0,1.1097,22,Thursday,May,False
2004-05-13 23:00:00,3.3,1300.0,115.0,17.4,1221.0,197.0,648.0,123.0,1946.0,1401.0,17.5,56.4,1.1175,23,Thursday,May,False
2004-06-13 00:00:00,2.0,1086.0,115.0,9.2,946.0,126.0,847.0,89.0,1729.0,945.0,25.2,45.2,1.4262,0,Sunday,June,True
2004-06-13 01:00:00,1.0,972.0,115.0,5.8,804.0,47.0,955.0,53.0,1620.0,734.0,25.4,45.5,1.457,1,Sunday,June,True
2004-06-13 02:00:00,0.6,880.0,115.0,3.4,677.0,24.0,1109.0,36.0,1500.0,554.0,26.2,43.6,1.4599,2,Sunday,June,True
2004-06-13 03:00:00,0.6,906.0,115.0,4.1,719.0,24.0,1050.0,36.0,1561.0,612.0,24.3,48.2,1.4476,3,Sunday,June,True
2004-06-13 04:00:00,0.5,879.0,115.0,3.1,658.0,25.0,1121.0,39.0,1511.0,564.0,24.4,48.3,1.4499,4,Sunday,June,True
2004-06-13 05:00:00,0.4,842.0,115.0,2.2,597.0,21.0,1237.0,33.0,1444.0,512.0,23.3,51.0,1.4346,5,Sunday,June,True
2004-06-13 06:00:00,0.4,797.0,115.0,1.5,543.0,25.0,1466.0,37.0,1347.0,410.0,21.6,48.1,1.2259,6,Sunday,June,True
2004-06-13 07:00:00,0.4,796.0,115.0,1.3,526.0,25.0,1534.0,36.0,1322.0,392.0,21.4,47.8,1.2005,7,Sunday,June,True
2004-06-13 08:00:00,0.4,767.0,115.0,1.2,520.0,30.0,1526.0,42.0,1287.0,377.0,20.5,46.8,1.1152,8,Sunday,June,True
2004-06-13 09:00:00,0.5,784.0,115.0,1.7,562.0,42.0,1460.0,52.0,1286.0,389.0,20.8,40.7,0.9882,9,Sunday,June,True
2004-06-13 10:00:00,0.6,811.0,115.0,2.5,622.0,52.0,1315.0,60.0,1307.0,432.0,22.3,35.3,0.9371,10,Sunday,June,True
2004-06-13 11:00:00,0.7,838.0,115.0,2.5,620.0,62.0,1292.0,74.0,1325.0,502.0,21.7,38.3,0.9842,11,Sunday,June,True
2004-06-13 12:00:00,0.7,821.0,115.0,2.7,632.0,67.0,1295.0,65.0,1302.0,469.0,24.4,29.6,0.8921,12,Sunday,June,True
2004-06-13 13:00:00,0.6,793.0,115.0,1.9,579.0,47.0,1380.0,52.0,1303.0,427.0,23.4,34.9,0.991,13,Sunday,June,True
2004-06-13 14:00:00,0.5,794.0,115.0,1.8,567.0,35.0,1426.0,40.0,1306.0,406.0,23.5,35.2,1.0019,14,Sunday,June,True
2004-06-13 15:00:00,0.6,821.0,115.0,2.4,614.0,45.0,1309.0,49.0,1350.0,430.0,22.4,39.0,1.04,15,Sunday,June,True
2004-06-13 16:00:00,0.8,849.0,115.0,2.6,628.0,53.0,1274.0,56.0,1379.0,453.0,22.0,41.7,1.0865,16,Sunday,June,True
2004-06-13 17:00:00,0.8,852.0,115.0,3.0,651.0,57.0,1246.0,59.0,1387.0,470.0,21.7,42.7,1.0949,17,Sunday,June,True
2004-06-13 18:00:00,1.0,847.0,115.0,2.9,645.0,71.0,1245.0,68.0,1364.0,480.0,20.7,43.4,1.047,18,Sunday,June,True
2004-06-13 19:00:00,1.0,849.0,115.0,3.5,682.0,67.0,1215.0,72.0,1378.0,472.0,20.3,42.6,1.0045,19,Sunday,June,True
2004-06-13 20:00:00,1.0,865.0,115.0,3.6,687.0,75.0,1191.0,78.0,1388.0,521.0,20.3,44.1,1.0392,20,Sunday,June,True
2004-06-13 21:00:00,0.9,848.0,115.0,3.6,689.0,65.0,1180.0,71.0,1403.0,520.0,20.1,45.2,1.0538,21,Sunday,June,True
2004-06-13 22:00:00,0.7,807.0,115.0,2.3,606.0,45.0,1340.0,54.0,1337.0,440.0,19.8,45.7,1.0424,22,Sunday,June,True
2004-06-13 23:00:00,0.8,814.0,115.0,2.6,627.0,46.0,1305.0,57.0,1351.0,446.0,19.6,45.3,1.0244,23,Sunday,June,True
2004-07-13 00:00:00,1.5,945.0,115.0,7.6,883.0,132.0,837.0,94.0,1563.0,1015.0,19.8,47.7,1.093,0,Tuesday,July,False
2004-07-13 01:00:00,1.0,854.0,115.0,5.0,764.0,88.0,932.0,76.0,1476.0,922.0,19.3,51.4,1.1387,1,Tuesday,July,False
2004-07-13 02:00:00,0.5,751.0,115.0,2.0,587.0,43.0,1165.0,50.0,1353.0,678.0,18.4,53.4,1.117,2,Tuesday,July,False
2004-07-13 03:00:00,0.4,723.0,115.0,1.5,544.0,43.0,1274.0,50.0,1315.0,584.0,18.8,51.1,1.1,3,Tuesday,July,False
2004-07-13 04:00:00,0.6,754.0,115.0,2.5,620.0,44.0,1102.0,51.0,1372.0,725.0,16.3,59.8,1.1042,4,Tuesday,July,False
2004-07-13 05:00:00,0.7,758.0,115.0,3.3,670.0,50.0,1070.0,42.0,1365.0,688.0,16.6,56.8,1.0629,5,Tuesday,July,False
2004-07-13 06:00:00,1.3,873.0,115.0,7.3,871.0,101.0,871.0,62.0,1528.0,887.0,16.2,57.4,1.0515,6,Tuesday,July,False
2004-07-13 07:00:00,4.0,1176.0,115.0,23.8,1398.0,339.0,567.0,111.0,2120.0,1494.0,17.3,54.3,1.0631,7,Tuesday,July,False
2004-07-13 08:00:00,5.0,1257.0,115.0,27.6,1495.0,379.0,524.0,129.0,2245.0,1647.0,19.2,48.8,1.0751,8,Tuesday,July,False
2004-07-13 09:00:00,3.6,1137.0,115.0,16.7,1200.0,321.0,648.0,135.0,1821.0,1489.0,21.7,42.4,1.0859,9,Tuesday,July,False
2004-07-13 10:00:00,2.8,1064.0,115.0,14.3,1126.0,272.0,711.0,139.0,1656.0,1361.0,26.4,29.9,1.0138,10,Tuesday,July,False
2004-07-13 11:00:00,2.6,1026.0,115.0,13.3,1094.0,278.0,769.0,134.0,1629.0,1224.0,31.3,19.1,0.8634,11,Tuesday,July,False
2004-07-13 12:00:00,2.7,986.0,115.0,14.5,1133.0,253.0,773.0,141.0,1619.0,1174.0,33.7,15.4,0.7913,12,Tuesday,July,False
2004-07-13 13:00:00,2.3,908.0,115.0,11.5,1031.0,187.0,857.0,112.0,1469.0,901.0,34.5,13.3,0.7158,13,Tuesday,July,False
2004-07-13 14:00:00,2.0,888.0,115.0,10.8,1007.0,149.0,870.0,105.0,1448.0,794.0,33.8,13.9,0.7172,14,Tuesday,July,False
2004-07-13 15:00:00,1.3,843.0,115.0,6.4,830.0,89.0,995.0,72.0,1339.0,577.0,30.1,19.4,0.8157,15,Tuesday,July,False
2004-07-13 16:00:00,1.7,905.0,115.0,8.8,931.0,124.0,876.0,90.0,1460.0,776.0,28.3,21.3,0.8054,16,Tuesday,July,False
2004-07-13 17:00:00,2.8,1023.0,115.0,14.3,1127.0,206.0,760.0,126.0,1635.0,982.0,31.9,18.3,0.8523,17,Tuesday,July,False
2004-07-13 18:00:00,3.8,1125.0,115.0,19.4,1279.0,241.0,662.0,154.0,1840.0,1256.0,32.0,20.1,0.9364,18,Tuesday,July,False
2004-07-13 19:00:00,4.9,1211.0,115.0,27.1,1483.0,303.0,586.0,173.0,2092.0,1483.0,28.9,24.1,0.9495,19,Tuesday,July,False
2004-07-13 20:00:00,4.3,1140.0,115.0,19.7,1289.0,294.0,634.0,162.0,1884.0,1390.0,27.3,27.1,0.967,20,Tuesday,July,False
2004-07-13 21:00:00,2.6,1029.0,115.0,13.6,1105.0,203.0,737.0,128.0,1666.0,1195.0,26.0,28.5,0.9484,21,Tuesday,July,False
2004-07-13 22:00:00,2.4,981.0,115.0,12.1,1054.0,176.0,768.0,120.0,1592.0,1135.0,25.2,28.6,0.9008,22,Tuesday,July,False
2004-07-13 23:00:00,1.9,971.0,115.0,11.0,1014.0,155.0,788.0,111.0,1585.0,1115.0,24.3,31.1,0.9316,23,Tuesday,July,False
2004-08-13 00:00:00,1.4,1033.0,115.0,7.0,856.0,60.0,774.0,62.0,1736.0,769.0,27.4,59.4,2.1395,0,Friday,August,False
2004-08-13 01:00:00,1.1,968.0,115.0,5.6,794.0,39.0,836.0,48.0,1688.0,654.0,27.2,59.3,2.1059,1,Friday,August,False
2004-08-13 02:00:00,0.7,853.0,115.0,2.6,626.0,22.0,1045.0,33.0,1557.0,516.0,26.7,61.0,2.1005,2,Friday,August,False
2004-08-13 03:00:00,0.4,810.0,115.0,1.5,544.0,22.0,1264.0,33.0,1485.0,447.0,26.0,62.7,2.0737,3,Friday,August,False
2004-08-13 04:00:00,0.5,817.0,115.0,1.7,558.0,7.0,1232.0,11.0,1485.0,452.0,25.4,63.1,2.0184,4,Friday,August,False
2004-08-13 05:00:00,0.5,840.0,115.0,2.0,586.0,25.0,1154.0,34.0,1499.0,492.0,26.1,60.3,2.012,5,Friday,August,False
2004-08-13 06:00:00,0.8,940.0,115.0,4.0,709.0,47.0,956.0,52.0,1641.0,588.0,25.2,67.1,2.1164,6,Friday,August,False
2004-08-13 07:00:00,1.6,1076.0,115.0,8.6,924.0,101.0,720.0,80.0,1806.0,909.0,26.0,61.9,2.0511,7,Friday,August,False
2004-08-13 08:00:00,1.6,1086.0,115.0,10.1,981.0,100.0,688.0,86.0,1818.0,1007.0,27.0,57.5,2.0183,8,Friday,August,False
2004-08-13 09:00:00,1.4,1031.0,115.0,8.7,929.0,79.0,759.0,77.0,1722.0,809.0,30.5,44.4,1.9076,9,Friday,August,False
2004-08-13 10:00:00,1.5,1016.0,115.0,7.9,896.0,91.0,766.0,93.0,1704.0,820.0,33.4,35.1,1.781,10,Friday,August,False
2004-08-13 11:00:00,1.2,953.0,115.0,5.8,801.0,83.0,868.0,109.0,1573.0,657.0,35.7,29.0,1.6716,11,Friday,August,False
2004-08-13 12:00:00,1.1,918.0,115.0,5.3,779.0,65.0,896.0,89.0,1537.0,551.0,35.8,27.7,1.6041,12,Friday,August,False
2004-08-13 13:00:00,0.8,892.0,115.0,4.2,724.0,55.0,971.0,71.0,1490.0,511.0,36.3,27.4,1.6264,13,Friday,August,False
2004-08-13 14:00:00,0.7,841.0,115.0,3.3,673.0,40.0,1061.0,56.0,1394.0,451.0,33.6,28.8,1.4695,14,Friday,August,False
2004-08-13 15:00:00,0.7,799.0,115.0,4.0,709.0,48.0,1078.0,68.0,1332.0,462.0,35.2,20.5,1.1418,15,Friday,August,False
2004-08-13 16:00:00,0.7,838.0,115.0,4.3,726.0,46.0,1056.0,61.0,1382.0,440.0,35.0,22.4,1.2371,16,Friday,August,False
2004-08-13 17:00:00,1.0,870.0,115.0,4.6,745.0,54.0,998.0,70.0,1400.0,472.0,34.0,25.2,1.314,17,Friday,August,False
2004-08-13 18:00:00,1.0,892.0,115.0,5.1,771.0,55.0,965.0,76.0,1465.0,494.0,32.0,28.2,1.3204,18,Friday,August,False
2004-08-13 19:00:00,1.2,926.0,115.0,5.9,805.0,60.0,901.0,78.0,1511.0,524.0,29.4,34.4,1.3899,19,Friday,August,False
2004-08-13 20:00:00,1.1,919.0,115.0,5.7,796.0,62.0,870.0,80.0,1538.0,560.0,28.1,41.1,1.535,20,Friday,August,False
2004-08-13 21:00:00,1.0,932.0,115.0,4.7,746.0,51.0,912.0,71.0,1528.0,534.0,26.9,47.5,1.6595,21,Friday,August,False
2004-08-13 22:00:00,1.2,957.0,115.0,5.1,767.0,57.0,867.0,74.0,1534.0,577.0,26.6,50.4,1.724,22,Friday,August,False
2004-08-13 23:00:00,1.4,994.0,115.0,5.9,806.0,72.0,830.0,90.0,1580.0,674.0,25.9,52.9,1.7478,23,Friday,August,False
2004-09-13 00:00:00,1.4,1038.0,115.0,7.2,866.0,72.0,833.0,90.0,1570.0,1061.0,23.0,63.3,1.7589,0,Monday,September,False
2004-09-13 01:00:00,1.4,934.0,115.0,4.6,744.0,72.0,970.0,90.0,1473.0,870.0,22.8,63.3,1.7355,1,Monday,September,False
2004-09-13 02:00:00,1.4,900.0,115.0,3.8,699.0,72.0,1036.0,90.0,1452.0,799.0,21.0,68.6,1.6873,2,Monday,September,False
2004-09-13 03:00:00,1.4,870.0,115.0,3.7,692.0,72.0,1070.0,90.0,1443.0,779.0,20.4,70.7,1.6734,3,Monday,September,False
2004-09-13 04:00:00,1.4,875.0,115.0,4.0,713.0,72.0,1027.0,90.0,1436.0,809.0,19.4,73.4,1.6417,4,Monday,September,False
2004-09-13 05:00:00,1.4,940.0,115.0,5.5,789.0,72.0,917.0,90.0,1473.0,914.0,19.5,72.0,1.6118,5,Monday,September,False
2004-09-13 06:00:00,1.4,1053.0,115.0,8.3,913.0,72.0,824.0,90.0,1578.0,1033.0,19.7,70.3,1.5925,6,Monday,September,False
2004-09-13 07:00:00,1.4,1509.0,115.0,28.2,1508.0,72.0,533.0,90.0,2257.0,1572.0,20.4,66.7,1.577,7,Monday,September,False
2004-09-13 08:00:00,1.4,1559.0,115.0,32.1,1599.0,72.0,498.0,90.0,2374.0,1704.0,21.8,61.8,1.5966,8,Monday,September,False
2004-09-13 09:00:00,1.4,1313.0,115.0,17.7,1231.0,72.0,626.0,90.0,1889.0,1455.0,23.0,60.2,1.6652,9,Monday,September,False
2004-09-13 10:00:00,3.1,1372.0,115.0,18.4,1251.0,475.0,609.0,138.0,1890.0,1588.0,25.4,53.0,1.6963,10,Monday,September,False
2004-09-13 11:00:00,2.9,1320.0,115.0,16.3,1190.0,395.0,655.0,138.0,1825.0,1482.0,30.0,41.6,1.7324,11,Monday,September,False
2004-09-13 12:00:00,3.0,1346.0,115.0,18.2,1246.0,353.0,639.0,138.0,1907.0,1458.0,32.6,34.8,1.6872,12,Monday,September,False
2004-09-13 13:00:00,3.0,1307.0,115.0,17.9,1236.0,397.0,649.0,137.0,1869.0,1356.0,32.2,34.2,1.6145,13,Monday,September,False
2004-09-13 14:00:00,2.2,1157.0,115.0,12.6,1069.0,274.0,737.0,120.0,1653.0,1100.0,32.1,33.5,1.569,14,Monday,September,False
2004-09-13 15:00:00,2.0,1154.0,115.0,11.3,1026.0,505.0,773.0,208.0,1623.0,1212.0,32.6,31.8,1.5361,15,Monday,September,False
2004-09-13 16:00:00,2.3,1172.0,115.0,14.9,1145.0,275.0,735.0,128.0,1676.0,1049.0,35.2,25.2,1.4111,16,Monday,September,False
2004-09-13 17:00:00,3.1,1241.0,115.0,18.5,1254.0,360.0,693.0,145.0,1735.0,1149.0,34.3,24.7,1.3154,17,Monday,September,False
2004-09-13 18:00:00,3.1,1379.0,115.0,25.2,1433.0,360.0,605.0,145.0,1982.0,1370.0,31.5,29.9,1.3638,18,Monday,September,False
2004-09-13 19:00:00,6.2,1570.0,115.0,35.9,1684.0,597.0,494.0,168.0,2289.0,1716.0,29.0,36.6,1.4452,19,Monday,September,False
2004-09-13 20:00:00,4.7,1418.0,115.0,26.7,1471.0,728.0,542.0,177.0,2064.0,1600.0,27.1,42.2,1.4949,20,Monday,September,False
2004-09-13 21:00:00,3.0,1317.0,115.0,19.9,1295.0,891.0,593.0,172.0,1883.0,1592.0,26.1,46.4,1.5445,21,Monday,September,False
2004-09-13 22:00:00,2.1,1204.0,115.0,14.6,1136.0,346.0,648.0,112.0,1782.0,1491.0,25.1,49.4,1.548,22,Monday,September,False
2004-09-13 23:00:00,1.0,1014.0,115.0,6.9,853.0,98.0,843.0,39.0,1499.0,1084.0,26.0,46.4,1.5375,23,Monday,September,False
2004-10-13 00:00:00,1.0,786.0,115.0,2.2,600.0,98.0,1164.0,39.0,1132.0,511.0,14.8,57.9,0.9662,0,Wednesday,October,False
2004-10-13 01:00:00,1.0,747.0,115.0,1.5,543.0,98.0,1276.0,39.0,1100.0,469.0,14.6,57.6,0.9517,1,Wednesday,October,False
2004-10-13 02:00:00,1.0,723.0,115.0,0.9,485.0,98.0,1419.0,39.0,1065.0,425.0,14.6,57.1,0.9428,2,Wednesday,October,False
2004-10-13 03:00:00,1.0,704.0,115.0,0.5,444.0,98.0,1558.0,39.0,1050.0,394.0,14.4,57.6,0.9416,3,Wednesday,October,False
2004-10-13 04:00:00,1.0,709.0,115.0,0.6,449.0,98.0,1590.0,39.0,1055.0,392.0,14.5,57.4,0.9413,4,Wednesday,October,False
2004-10-13 05:00:00,1.0,726.0,115.0,0.7,466.0,98.0,1485.0,39.0,1066.0,408.0,14.3,58.4,0.9501,5,Wednesday,October,False
2004-10-13 06:00:00,1.0,798.0,115.0,2.2,599.0,98.0,1205.0,39.0,1141.0,517.0,14.7,57.4,0.9564,6,Wednesday,October,False
2004-10-13 07:00:00,1.0,925.0,115.0,5.8,800.0,98.0,908.0,39.0,1272.0,750.0,14.3,58.1,0.9404,7,Wednesday,October,False
2004-10-13 08:00:00,1.0,906.0,115.0,5.9,809.0,98.0,878.0,39.0,1272.0,787.0,14.0,58.3,0.9294,8,Wednesday,October,False
2004-10-13 09:00:00,1.5,896.0,115.0,5.9,809.0,286.0,882.0,78.0,1257.0,788.0,15.4,53.2,0.9246,9,Wednesday,October,False
2004-10-13 10:00:00,1.2,882.0,115.0,5.3,776.0,281.0,932.0,72.0,1222.0,760.0,16.5,49.9,0.9289,10,Wednesday,October,False
2004-10-13 11:00:00,1.2,948.0,115.0,6.9,853.0,281.0,859.0,72.0,1283.0,839.0,17.4,47.6,0.9387,11,Wednesday,October,False
2004-10-13 12:00:00,1.2,945.0,115.0,7.7,886.0,281.0,818.0,72.0,1307.0,827.0,18.0,46.1,0.9401,12,Wednesday,October,False
2004-10-13 13:00:00,1.2,942.0,115.0,7.3,871.0,281.0,832.0,72.0,1314.0,765.0,17.9,46.5,0.9474,13,Wednesday,October,False
2004-10-13 14:00:00,1.2,943.0,115.0,7.2,864.0,281.0,831.0,72.0,1297.0,814.0,17.4,48.3,0.955,14,Wednesday,October,False
2004-10-13 15:00:00,1.2,894.0,115.0,6.0,810.0,281.0,892.0,72.0,1258.0,737.0,16.0,52.6,0.9489,15,Wednesday,October,False
2004-10-13 16:00:00,1.2,984.0,115.0,8.3,910.0,281.0,795.0,72.0,1348.0,875.0,15.3,58.7,1.0154,16,Wednesday,October,False
2004-10-13 17:00:00,1.2,1044.0,115.0,11.2,1022.0,281.0,726.0,72.0,1454.0,983.0,15.2,55.9,0.9572,17,Wednesday,October,False
2004-10-13 18:00:00,1.2,981.0,115.0,10.1,983.0,281.0,759.0,72.0,1370.0,942.0,14.8,56.3,0.9459,18,Wednesday,October,False
2004-10-13 19:00:00,1.2,1021.0,115.0,10.6,1001.0,281.0,731.0,72.0,1415.0,971.0,14.7,57.8,0.9626,19,Wednesday,October,False
2004-10-13 20:00:00,1.2,943.0,115.0,7.2,867.0,281.0,834.0,72.0,1314.0,891.0,14.8,57.3,0.9603,20,Wednesday,October,False
2004-10-13 21:00:00,1.2,863.0,115.0,4.4,732.0,281.0,970.0,72.0,1207.0,724.0,14.9,57.1,0.9581,21,Wednesday,October,False
2004-10-13 22:00:00,1.2,847.0,115.0,3.8,698.0,281.0,1013.0,72.0,1174.0,719.0,15.2,55.5,0.9521,22,Wednesday,October,False
2004-10-13 23:00:00,1.2,859.0,115.0,3.8,698.0,281.0,1015.0,72.0,1189.0,705.0,15.3,55.4,0.9564,23,Wednesday,October,False
2004-11-13 00:00:00,1.6,961.0,115.0,5.0,765.0,217.0,865.0,108.0,1212.0,811.0,15.6,60.0,1.0594,0,Saturday,November,True
2004-11-13 01:00:00,1.5,952.0,115.0,4.9,758.0,216.0,876.0,111.0,1203.0,794.0,15.6,60.1,1.0557,1,Saturday,November,True
2004-11-13 02:00:00,1.0,875.0,115.0,2.7,635.0,117.0,1037.0,75.0,1133.0,612.0,15.7,59.5,1.0534,2,Saturday,November,True
2004-11-13 03:00:00,0.8,891.0,115.0,2.7,633.0,117.0,1035.0,75.0,1137.0,590.0,15.7,60.1,1.064,3,Saturday,November,True
2004-11-13 04:00:00,1.3,1006.0,115.0,5.0,765.0,174.0,848.0,88.0,1239.0,807.0,15.6,61.7,1.0847,4,Saturday,November,True
2004-11-13 05:00:00,1.0,907.0,115.0,3.7,691.0,111.0,927.0,71.0,1173.0,702.0,15.8,59.9,1.0693,5,Saturday,November,True
2004-11-13 06:00:00,1.0,938.0,115.0,3.8,702.0,147.0,904.0,75.0,1185.0,753.0,15.2,61.8,1.0602,6,Saturday,November,True
2004-11-13 07:00:00,0.9,925.0,115.0,3.3,672.0,140.0,991.0,86.0,1154.0,709.0,16.1,55.4,1.0089,7,Saturday,November,True
2004-11-13 08:00:00,2.1,1157.0,115.0,9.7,967.0,421.0,678.0,124.0,1365.0,1087.0,14.9,64.1,1.0773,8,Saturday,November,True
2004-11-13 09:00:00,2.1,1169.0,115.0,10.7,1003.0,350.0,665.0,128.0,1409.0,1126.0,15.6,62.0,1.0904,9,Saturday,November,True
2004-11-13 10:00:00,3.1,1312.0,115.0,14.7,1139.0,550.0,565.0,164.0,1568.0,1386.0,17.9,54.6,1.11,10,Saturday,November,True
2004-11-13 11:00:00,3.8,1347.0,115.0,17.6,1227.0,589.0,539.0,199.0,1627.0,1476.0,21.1,44.5,1.0964,11,Saturday,November,True
2004-11-13 12:00:00,3.7,1321.0,115.0,17.5,1224.0,537.0,543.0,192.0,1617.0,1424.0,20.3,46.7,1.0971,12,Saturday,November,True
2004-11-13 13:00:00,3.6,1267.0,115.0,14.1,1118.0,473.0,592.0,166.0,1503.0,1310.0,21.5,42.7,1.0837,13,Saturday,November,True
2004-11-13 14:00:00,3.3,1234.0,115.0,12.1,1053.0,364.0,639.0,133.0,1476.0,1114.0,21.5,43.1,1.0919,14,Saturday,November,True
2004-11-13 15:00:00,2.1,1101.0,115.0,9.2,947.0,270.0,699.0,118.0,1374.0,1029.0,21.5,43.4,1.0965,15,Saturday,November,True
2004-11-13 16:00:00,2.3,1149.0,115.0,10.6,998.0,368.0,664.0,133.0,1434.0,1101.0,20.8,45.5,1.1054,16,Saturday,November,True
2004-11-13 17:00:00,2.1,1094.0,115.0,9.0,941.0,318.0,695.0,128.0,1371.0,1040.0,19.2,49.6,1.0893,17,Saturday,November,True
2004-11-13 18:00:00,1.9,1056.0,115.0,7.5,878.0,244.0,758.0,116.0,1308.0,856.0,18.3,51.6,1.0732,18,Saturday,November,True
2004-11-13 19:00:00,1.9,1030.0,115.0,8.0,899.0,234.0,767.0,118.0,1275.0,836.0,17.7,51.5,1.0357,19,Saturday,November,True
2004-11-13 20:00:00,2.3,1075.0,115.0,9.1,943.0,296.0,752.0,142.0,1305.0,894.0,17.2,51.5,1.0015,20,Saturday,November,True
2004-11-13 21:00:00,1.7,927.0,115.0,4.7,748.0,205.0,888.0,113.0,1157.0,696.0,15.9,54.9,0.9853,21,Saturday,November,True
2004-11-13 22:00:00,0.8,793.0,115.0,1.8,570.0,95.0,1143.0,59.0,1036.0,524.0,14.0,55.2,0.8807,22,Saturday,November,True
2004-11-13 23:00:00,0.8,796.0,115.0,2.1,589.0,93.0,1136.0,52.0,1026.0,506.0,13.3,53.0,0.8044,23,Saturday,November,True
2004-12-13 00:00:00,2.5,1133.0,115.0,9.3,951.0,310.0,825.0,112.0,1156.0,1254.0,7.9,60.2,0.6432,0,Monday,December,False
2004-12-13 01:00:00,2.0,1021.0,115.0,5.9,808.0,224.0,961.0,102.0,1048.0,1098.0,7.9,59.2,0.6331,1,Monday,December,False
2004-12-13 02:00:00,1.8,995.0,115.0,5.9,807.0,213.0,978.0,90.0,1056.0,1044.0,6.7,64.6,0.6381,2,Monday,December,False
2004-12-13 03:00:00,1.3,882.0,115.0,2.4,614.0,213.0,1221.0,90.0,931.0,888.0,6.9,62.3,0.6227,3,Monday,December,False
2004-12-13 04:00:00,1.3,869.0,115.0,2.1,594.0,103.0,1326.0,66.0,935.0,835.0,6.3,64.6,0.6197,4,Monday,December,False
2004-12-13 05:00:00,0.7,868.0,115.0,1.8,567.0,91.0,1238.0,64.0,919.0,823.0,6.4,63.3,0.6123,5,Monday,December,False
2004-12-13 06:00:00,0.9,921.0,115.0,3.1,655.0,178.0,1001.0,81.0,972.0,908.0,6.4,64.4,0.6204,6,Monday,December,False
2004-12-13 07:00:00,1.5,1041.0,115.0,6.8,846.0,351.0,829.0,106.0,1112.0,1076.0,5.6,68.9,0.6328,7,Monday,December,False
2004-12-13 08:00:00,3.4,1275.0,115.0,16.4,1193.0,587.0,596.0,140.0,1389.0,1393.0,6.4,65.6,0.6348,8,Monday,December,False
2004-12-13 09:00:00,3.4,1238.0,115.0,16.7,1202.0,475.0,748.0,138.0,1382.0,1429.0,7.3,61.4,0.6306,9,Monday,December,False
2004-12-13 10:00:00,3.2,1288.0,115.0,17.3,1220.0,576.0,937.0,165.0,1391.0,1594.0,9.6,53.7,0.6409,10,Monday,December,False
2004-12-13 11:00:00,4.8,1422.0,115.0,22.4,1362.0,920.0,775.0,214.0,1509.0,1956.0,12.0,45.9,0.6421,11,Monday,December,False
2004-12-13 12:00:00,3.5,1293.0,115.0,17.9,1236.0,710.0,784.0,178.0,1370.0,1872.0,12.7,44.4,0.6512,12,Monday,December,False
2004-12-13 13:00:00,4.1,1410.0,115.0,22.4,1363.0,696.0,690.0,187.0,1515.0,2014.0,13.9,42.8,0.6761,13,Monday,December,False
2004-12-13 14:00:00,4.8,1425.0,115.0,23.3,1386.0,744.0,691.0,203.0,1536.0,1978.0,15.0,41.4,0.7016,14,Monday,December,False
